id,curve_component,tenor,tenor_value,tenor_unit,rating,sector,source_name,product_variant_name,created_by,modified_by,created_date,modified_date,active_from,active_to,is_active_flag
1143,FIMMDA_CB_CORP_1Y_AA-,1Y,1.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1144,FIMMDA_CB_CORP_2Y_AA-,2Y,2.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1145,FIMMDA_CB_CORP_3Y_AA-,3Y,3.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1146,FIMMDA_CB_CORP_4Y_AA-,4Y,4.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1147,FIMMDA_CB_CORP_5Y_AA-,5Y,5.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1148,FIMMDA_CB_CORP_6Y_AA-,6Y,6.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1149,FIMMDA_CB_CORP_7Y_AA-,7Y,7.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1150,FIMMDA_CB_CORP_8Y_AA-,8Y,8.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1151,FIMMDA_CB_CORP_9Y_AA-,9Y,9.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1152,FIMMDA_CB_CORP_10Y_AA-,10Y,10.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1153,FIMMDA_CB_CORP_15Y_AA-,15Y,15.0,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1154,FIMMDA_CB_CORP_0.5Y_A+,0.5Y,0.5,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1155,FIMMDA_CB_CORP_1Y_A+,1Y,1.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1156,FIMMDA_CB_CORP_2Y_A+,2Y,2.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1157,FIMMDA_CB_CORP_3Y_A+,3Y,3.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1158,FIMMDA_CB_CORP_4Y_A+,4Y,4.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1159,FIMMDA_CB_CORP_5Y_A+,5Y,5.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1160,FIMMDA_CB_CORP_6Y_A+,6Y,6.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1161,FIMMDA_CB_CORP_7Y_A+,7Y,7.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1162,FIMMDA_CB_CORP_8Y_A+,8Y,8.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1163,FIMMDA_CB_CORP_9Y_A+,9Y,9.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1164,FIMMDA_CB_CORP_10Y_A+,10Y,10.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1165,FIMMDA_CB_CORP_15Y_A+,15Y,15.0,Y,A+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1166,FIMMDA_CB_CORP_0.5Y_A,0.5Y,0.5,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1167,FIMMDA_CB_CORP_1Y_A,1Y,1.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1168,FIMMDA_CB_CORP_2Y_A,2Y,2.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1169,FIMMDA_CB_CORP_3Y_A,3Y,3.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1170,FIMMDA_CB_CORP_4Y_A,4Y,4.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1171,FIMMDA_CB_CORP_5Y_A,5Y,5.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1172,FIMMDA_CB_CORP_6Y_A,6Y,6.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1173,FIMMDA_CB_CORP_7Y_A,7Y,7.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1174,FIMMDA_CB_CORP_8Y_A,8Y,8.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1175,FIMMDA_CB_CORP_9Y_A,9Y,9.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1176,FIMMDA_CB_CORP_10Y_A,10Y,10.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1177,FIMMDA_CB_CORP_15Y_A,15Y,15.0,Y,A,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1178,FIMMDA_CB_CORP_0.5Y_A-,0.5Y,0.5,Y,A-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1179,FIMMDA_CB_CORP_1Y_A-,1Y,1.0,Y,A-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1180,FIMMDA_CB_CORP_2Y_A-,2Y,2.0,Y,A-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1181,FIMMDA_CB_CORP_3Y_A-,3Y,3.0,Y,A-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1182,FIMMDA_CB_CORP_4Y_A-,4Y,4.0,Y,A-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1195,FIMMDA_CB_CORP_5Y_BBB+,5Y,5.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1196,FIMMDA_CB_CORP_6Y_BBB+,6Y,6.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1197,FIMMDA_CB_CORP_7Y_BBB+,7Y,7.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1198,FIMMDA_CB_CORP_8Y_BBB+,8Y,8.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1199,FIMMDA_CB_CORP_9Y_BBB+,9Y,9.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1200,FIMMDA_CB_CORP_10Y_BBB+,10Y,10.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1201,FIMMDA_CB_CORP_15Y_BBB+,15Y,15.0,Y,BBB+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1202,FIMMDA_CB_CORP_0.5Y_BBB-,0.5Y,0.5,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1203,FIMMDA_CB_CORP_1Y_BBB-,1Y,1.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1204,FIMMDA_CB_CORP_2Y_BBB-,2Y,2.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1205,FIMMDA_CB_CORP_3Y_BBB-,3Y,3.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1206,FIMMDA_CB_CORP_4Y_BBB-,4Y,4.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1207,FIMMDA_CB_CORP_5Y_BBB-,5Y,5.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1208,FIMMDA_CB_CORP_6Y_BBB-,6Y,6.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1209,FIMMDA_CB_CORP_7Y_BBB-,7Y,7.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1210,FIMMDA_CB_CORP_8Y_BBB-,8Y,8.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1211,FIMMDA_CB_CORP_9Y_BBB-,9Y,9.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1212,FIMMDA_CB_CORP_10Y_BBB-,10Y,10.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1213,FIMMDA_CB_CORP_15Y_BBB-,15Y,15.0,Y,BBB-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1214,FIMMDA_NBFC_0.5Y_A-,6M,6.0,M,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1215,FIMMDA_NBFC_1Y_A-,1Y,1.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1216,FIMMDA_NBFC_2Y_A-,2Y,2.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1217,FIMMDA_NBFC_3Y_A-,3Y,3.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1218,FIMMDA_NBFC_4Y_A-,4Y,4.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1219,FIMMDA_NBFC_5Y_A-,5Y,5.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1220,FIMMDA_NBFC_6Y_A-,6Y,6.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1221,FIMMDA_NBFC_7Y_A-,7Y,7.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1222,FIMMDA_NBFC_8Y_A-,8Y,8.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1223,FIMMDA_NBFC_9Y_A-,9Y,9.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1224,FIMMDA_NBFC_10Y_A-,10Y,10.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1225,FIMMDA_NBFC_15Y_A-,15Y,15.0,Y,A-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1226,FIMMDA_NBFC_0.5Y_A+,6M,6.0,M,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1227,FIMMDA_NBFC_1Y_A+,1Y,1.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1228,FIMMDA_NBFC_2Y_A+,2Y,2.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1229,FIMMDA_NBFC_3Y_A+,3Y,3.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1230,FIMMDA_NBFC_4Y_A+,4Y,4.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1231,FIMMDA_NBFC_5Y_A+,5Y,5.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1232,FIMMDA_NBFC_6Y_A+,6Y,6.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1233,FIMMDA_NBFC_7Y_A+,7Y,7.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1234,FIMMDA_NBFC_8Y_A+,8Y,8.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1235,FIMMDA_NBFC_9Y_A+,9Y,9.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1236,FIMMDA_NBFC_10Y_A+,10Y,10.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1237,FIMMDA_NBFC_15Y_A+,15Y,15.0,Y,A+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1238,FIMMDA_NBFC_0.5Y_AA-,6M,6.0,M,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1239,FIMMDA_NBFC_1Y_AA-,1Y,1.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1240,FIMMDA_NBFC_2Y_AA-,2Y,2.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1241,FIMMDA_NBFC_3Y_AA-,3Y,3.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1242,FIMMDA_NBFC_4Y_AA-,4Y,4.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1243,FIMMDA_NBFC_5Y_AA-,5Y,5.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1244,FIMMDA_NBFC_6Y_AA-,6Y,6.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1245,FIMMDA_NBFC_7Y_AA-,7Y,7.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1246,FIMMDA_NBFC_8Y_AA-,8Y,8.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1247,FIMMDA_NBFC_9Y_AA-,9Y,9.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1248,FIMMDA_NBFC_10Y_AA-,10Y,10.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1249,FIMMDA_NBFC_15Y_AA-,15Y,15.0,Y,AA-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1250,FIMMDA_NBFC_0.5Y_AA+,6M,6.0,M,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1251,FIMMDA_NBFC_1Y_AA+,1Y,1.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1252,FIMMDA_NBFC_2Y_AA+,2Y,2.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1253,FIMMDA_NBFC_3Y_AA+,3Y,3.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1254,FIMMDA_NBFC_4Y_AA+,4Y,4.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1255,FIMMDA_NBFC_5Y_AA+,5Y,5.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1256,FIMMDA_NBFC_6Y_AA+,6Y,6.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
