id,curve_component,tenor,tenor_value,tenor_unit,rating,sector,source_name,product_variant_name,created_by,modified_by,created_date,modified_date,active_from,active_to,is_active_flag
939,IDR_6Y_AA,6Y,6.0,Y,AA,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
940,IDR_7Y_AA,7Y,7.0,Y,AA,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
941,IDR_8Y_AA,8Y,8.0,Y,AA,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
942,IDR_9Y_AA,9Y,9.0,Y,AA,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
943,IDR_10Y_AA,10Y,10.0,Y,AA,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
944,IDR_0.1Y_A,0.1Y,0.1,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
945,IDR_1Y_A,1Y,1.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
946,IDR_2Y_A,2Y,2.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
947,IDR_3Y_A,3Y,3.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
948,IDR_4Y_A,4Y,4.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
949,IDR_5Y_A,5Y,5.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
950,IDR_6Y_A,6Y,6.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
951,IDR_7Y_A,7Y,7.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
952,IDR_8Y_A,8Y,8.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
953,IDR_9Y_A,9Y,9.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
954,IDR_10Y_A,10Y,10.0,Y,A,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
955,IDR_0.1Y_BBB,0.1Y,0.1,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
956,IDR_1Y_BBB,1Y,1.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
957,IDR_2Y_BBB,2Y,2.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
958,IDR_3Y_BBB,3Y,3.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
959,IDR_4Y_BBB,4Y,4.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
960,IDR_5Y_BBB,5Y,5.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
961,IDR_6Y_BBB,6Y,6.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
962,IDR_7Y_BBB,7Y,7.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
963,IDR_8Y_BBB,8Y,8.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
964,IDR_9Y_BBB,9Y,9.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
965,IDR_10Y_BBB,10Y,10.0,Y,BBB,-,PHEI,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
966,USD_CB_6M_AA,6M,6.0,M,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
967,USD_CB_1Y_AA,1Y,1.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
968,USD_CB_2Y_AA,2Y,2.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
969,USD_CB_3Y_AA,3Y,3.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
970,USD_CB_5Y_AA,5Y,5.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
971,USD_CB_7Y_AA,7Y,7.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
972,USD_CB_10Y_AA,10Y,10.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
973,USD_CB_15Y_AA,15Y,15.0,Y,AA,-,-,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
974,FIMMDA_PSU_FI_BANKS_A_plus_6M,6M,6.0,M,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
975,FIMMDA_PSU_FI_BANKS_A_plus_1Y,1Y,1.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
976,FIMMDA_PSU_FI_BANKS_A_plus_2Y,2Y,2.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
977,FIMMDA_PSU_FI_BANKS_A_plus_3Y,3Y,3.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
978,FIMMDA_PSU_FI_BANKS_A_plus_4Y,4Y,4.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
979,FIMMDA_PSU_FI_BANKS_A_plus_5Y,5Y,5.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
980,FIMMDA_PSU_FI_BANKS_A_plus_6Y,6Y,6.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
981,FIMMDA_PSU_FI_BANKS_A_plus_7Y,7Y,7.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
982,FIMMDA_PSU_FI_BANKS_A_plus_8Y,8Y,8.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
983,FIMMDA_PSU_FI_BANKS_A_plus_9Y,9Y,9.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
984,FIMMDA_PSU_FI_BANKS_A_plus_10Y,10Y,10.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
985,FIMMDA_PSU_FI_BANKS_A_plus_15Y,15Y,15.0,Y,A,-,FIMMDA,-,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
986,FIMMDA_CB_NBFC_0.5Y_AA-,0.5Y,0.5,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
987,FIMMDA_CB_NBFC_1Y_AA-,1Y,1.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
988,FIMMDA_CB_NBFC_2Y_AA-,2Y,2.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
989,FIMMDA_CB_NBFC_3Y_AA-,3Y,3.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
990,FIMMDA_CB_NBFC_4Y_AA-,4Y,4.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
991,FIMMDA_CB_NBFC_5Y_AA-,5Y,5.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
992,FIMMDA_CB_NBFC_6Y_AA-,6Y,6.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
993,FIMMDA_CB_NBFC_7Y_AA-,7Y,7.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
994,FIMMDA_CB_PSU_FI_0.5Y_AA+,0.5Y,0.5,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
995,FIMMDA_CB_PSU_FI_1Y_AA+,1Y,1.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
996,FIMMDA_CB_PSU_FI_2Y_AA+,2Y,2.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
997,FIMMDA_CB_PSU_FI_3Y_AA+,3Y,3.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
998,FIMMDA_CB_PSU_FI_4Y_AA+,4Y,4.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
999,FIMMDA_CB_PSU_FI_5Y_AA+,5Y,5.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1000,FIMMDA_CB_PSU_FI_6Y_AA+,6Y,6.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1001,FIMMDA_CB_PSU_FI_7Y_AA+,7Y,7.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1002,FIMMDA_CB_PSU_FI_8Y_AA+,8Y,8.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1003,FIMMDA_CB_PSU_FI_9Y_AA+,9Y,9.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1004,FIMMDA_CB_PSU_FI_10Y_AA+,10Y,10.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1005,FIMMDA_CB_PSU_FI_15Y_AA+,15Y,15.0,Y,AA+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1006,FIMMDA_CB_PSU_FI_0.5Y_AA-,0.5Y,0.5,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1007,FIMMDA_CB_PSU_FI_1Y_AA-,1Y,1.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1008,FIMMDA_CB_PSU_FI_2Y_AA-,2Y,2.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1009,FIMMDA_CB_PSU_FI_3Y_AA-,3Y,3.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1010,FIMMDA_CB_PSU_FI_4Y_AA-,4Y,4.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1011,FIMMDA_CB_PSU_FI_5Y_AA-,5Y,5.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1012,FIMMDA_CB_PSU_FI_6Y_AA-,6Y,6.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1013,FIMMDA_CB_PSU_FI_7Y_AA-,7Y,7.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1014,FIMMDA_CB_PSU_FI_8Y_AA-,8Y,8.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1015,FIMMDA_CB_PSU_FI_9Y_AA-,9Y,9.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1016,FIMMDA_CB_PSU_FI_10Y_AA-,10Y,10.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1017,FIMMDA_CB_PSU_FI_15Y_AA-,15Y,15.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1018,FIMMDA_CB_PSU_FI_0.5Y_A+,0.5Y,0.5,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1019,FIMMDA_CB_PSU_FI_1Y_A+,1Y,1.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1020,FIMMDA_CB_PSU_FI_2Y_A+,2Y,2.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1021,FIMMDA_CB_PSU_FI_3Y_A+,3Y,3.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1022,FIMMDA_CB_PSU_FI_4Y_A+,4Y,4.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1023,FIMMDA_CB_PSU_FI_5Y_A+,5Y,5.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1024,FIMMDA_CB_PSU_FI_6Y_A+,6Y,6.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1025,FIMMDA_CB_PSU_FI_7Y_A+,7Y,7.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1026,FIMMDA_CB_PSU_FI_8Y_A+,8Y,8.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1027,FIMMDA_CB_PSU_FI_9Y_A+,9Y,9.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1028,FIMMDA_CB_PSU_FI_10Y_A+,10Y,10.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1029,FIMMDA_CB_PSU_FI_15Y_A+,15Y,15.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1030,FIMMDA_CB_PSU_FI_0.5Y_A,0.5Y,0.5,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1031,FIMMDA_CB_PSU_FI_1Y_A,1Y,1.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1032,FIMMDA_CB_PSU_FI_2Y_A,2Y,2.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1033,FIMMDA_CB_PSU_FI_3Y_A,3Y,3.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1034,FIMMDA_CB_PSU_FI_4Y_A,4Y,4.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1035,FIMMDA_CB_PSU_FI_5Y_A,5Y,5.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1036,FIMMDA_CB_PSU_FI_6Y_A,6Y,6.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1037,FIMMDA_CB_PSU_FI_7Y_A,7Y,7.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1038,FIMMDA_CB_PSU_FI_8Y_A,8Y,8.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1039,FIMMDA_CB_PSU_FI_9Y_A,9Y,9.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1040,FIMMDA_CB_PSU_FI_10Y_A,10Y,10.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1041,FIMMDA_CB_PSU_FI_15Y_A,15Y,15.0,Y,A,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
