id,reporting_date,product_variant_code,product_variant_name,start_tenor,start_tenor_unit,end_tenor,end_tenor_unit,percentage,scenario_analysis_id,cashflow_frequency,percentage_type,effective_from_date,effective_to_date,is_active_flag,created_by,created_date,modified_by,modified_date,active_from,active_to,npa_category
664,2023-06-30,CA,Current Account Deposits,0,Days,2,Days,0.71,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
665,2023-06-30,CA,Current Account Deposits,2,Days,8,Days,4.29,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
666,2023-06-30,CA,Current Account Deposits,8,Days,15,Days,5.0,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
667,2023-06-30,CA,Current Account Deposits,15,Days,1,Year,0.0,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
668,2023-06-30,CA,Current Account Deposits,1,Year,3,Year,90.0,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
669,2023-06-30,SA,Savings Account Deposits,0,Days,2,Days,1.07,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
670,2023-06-30,SA,Savings Account Deposits,2,Days,8,Days,6.43,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
671,2023-06-30,SA,Savings Account Deposits,8,Days,15,Days,7.5,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
672,2023-06-30,SA,Savings Account Deposits,15,Days,1,Year,0.0,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
673,2023-06-30,SA,Savings Account Deposits,1,Year,3,Year,85.0,Behavioural_Adjustment_Ujjivan,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
674,2023-09-30,CA,Current Account Deposits,0,Days,28,Days,26.94,Behavioural_Adjustment_Suryoday,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
675,2023-09-30,CA,Current Account Deposits,28,Days,12,Months,0.0,Behavioural_Adjustment_Suryoday,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
676,2023-09-30,CA,Current Account Deposits,12,Months,36,Months,73.06,Behavioural_Adjustment_Suryoday,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
677,2023-09-30,SA,Savings Account Deposits,0,Days,28,Days,10.0,Behavioural_Adjustment_Suryoday,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
678,2023-09-30,SA,Savings Account Deposits,28,Days,12,Months,0.0,Behavioural_Adjustment_Suryoday,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
679,2023-09-30,SA,Savings Account Deposits,12,Months,36,Months,90.0,Behavioural_Adjustment_Suryoday,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
680,2023-10-31,CA,Current Account Deposits,0,Days,2,Days,20.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
681,2023-10-31,CA,Current Account Deposits,2,Days,8,Days,13.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
682,2023-10-31,CA,Current Account Deposits,8,Days,15,Days,3.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
683,2023-10-31,CA,Current Account Deposits,15,Days,31,Days,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
684,2023-10-31,CA,Current Account Deposits,31,Days,2,Months,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
685,2023-10-31,CA,Current Account Deposits,2,Months,3,Months,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
686,2023-10-31,CA,Current Account Deposits,3,Months,6,Months,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
687,2023-10-31,CA,Current Account Deposits,6,Months,1,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
688,2023-10-31,CA,Current Account Deposits,1,Year,3,Year,64.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
689,2023-10-31,CA,Current Account Deposits,3,Year,5,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
690,2023-10-31,CA,Current Account Deposits,5,Year,7,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
691,2023-10-31,CA,Current Account Deposits,7,Year,10,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
692,2023-10-31,CA,Current Account Deposits,10,Year,15,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
693,2023-10-31,CA,Current Account Deposits,15,Year,1000,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
694,2023-10-31,SA,Savings Account Deposits,0,Days,2,Days,4.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
695,2023-10-31,SA,Savings Account Deposits,2,Days,8,Days,8.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
696,2023-10-31,SA,Savings Account Deposits,8,Days,15,Days,3.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
697,2023-10-31,SA,Savings Account Deposits,15,Days,31,Days,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
698,2023-10-31,SA,Savings Account Deposits,31,Days,2,Months,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
699,2023-10-31,SA,Savings Account Deposits,2,Months,3,Months,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
700,2023-10-31,SA,Savings Account Deposits,3,Months,6,Months,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
701,2023-10-31,SA,Savings Account Deposits,6,Months,1,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
702,2023-10-31,SA,Savings Account Deposits,1,Year,3,Year,85.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
703,2023-10-31,SA,Savings Account Deposits,3,Year,5,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
704,2023-10-31,SA,Savings Account Deposits,5,Year,7,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
705,2023-10-31,SA,Savings Account Deposits,7,Year,10,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
706,2023-10-31,SA,Savings Account Deposits,10,Year,15,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
707,2023-10-31,SA,Savings Account Deposits,15,Year,1000,Year,0.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
708,2023-10-31,CA,Current Account Deposits,1,Days,29,Days,36.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
709,2023-10-31,CA,Current Account Deposits,29,Days,3,Months,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
710,2023-10-31,CA,Current Account Deposits,3,Months,6,Months,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
711,2023-10-31,CA,Current Account Deposits,6,Months,1,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
712,2023-10-31,CA,Current Account Deposits,1,Year,3,Year,64.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
713,2023-10-31,CA,Current Account Deposits,3,Year,5,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
714,2023-10-31,CA,Current Account Deposits,5,Year,7,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
715,2023-10-31,CA,Current Account Deposits,7,Year,10,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
716,2023-10-31,CA,Current Account Deposits,10,Year,15,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
717,2023-10-31,CA,Current Account Deposits,15,Year,1000,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
718,2023-10-31,SA,Savings Account Deposits,1,Days,29,Days,15.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
719,2023-10-31,SA,Savings Account Deposits,29,Days,3,Months,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
720,2023-10-31,SA,Savings Account Deposits,3,Months,6,Months,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
721,2023-10-31,SA,Savings Account Deposits,6,Months,1,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
722,2023-10-31,SA,Savings Account Deposits,1,Year,3,Year,85.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
723,2023-10-31,SA,Savings Account Deposits,3,Year,5,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
724,2023-10-31,SA,Savings Account Deposits,5,Year,7,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
725,2023-10-31,SA,Savings Account Deposits,7,Year,10,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
726,2023-10-31,SA,Savings Account Deposits,10,Year,15,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
727,2023-10-31,SA,Savings Account Deposits,15,Year,1000,Year,0.0,Behavioural_Adjustment_SBM_IRSD,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
728,2023-06-30,CA,Current Account Deposits,0,Days,1,Days,0.71,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
729,2023-06-30,CA,Current Account Deposits,1,Days,7,Days,4.29,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
730,2023-06-30,CA,Current Account Deposits,7,Days,14,Days,5.0,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
731,2023-06-30,CA,Current Account Deposits,14,Days,1,Year,0.0,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
732,2023-06-30,CA,Current Account Deposits,1,Year,3,Year,90.0,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
733,2023-06-30,SA,Savings Account Deposits,0,Days,1,Days,1.07,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
734,2023-06-30,SA,Savings Account Deposits,1,Days,7,Days,6.43,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
735,2023-06-30,SA,Savings Account Deposits,7,Days,14,Days,7.5,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
736,2023-06-30,SA,Savings Account Deposits,14,Days,1,Year,0.0,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
737,2023-06-30,SA,Savings Account Deposits,1,Year,3,Year,85.0,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
738,2023-10-31,CA,Current Account Deposits - EEFC,0,Days,1,Days,100.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
739,2023-10-31,CA,Current Account Deposits - RFC,0,Days,1,Days,100.0,Behavioural_Adjustment_SBM_LR,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
740,2023-12-31,CA,Current Account Deposits,0,Days,1,Days,1.57,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
741,2023-12-31,CA,Current Account Deposits,1,Days,7,Days,9.44,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
742,2023-12-31,CA,Current Account Deposits,7,Days,14,Days,11.02,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
743,2023-12-31,CA,Current Account Deposits,1,Year,3,Year,77.97,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
744,2023-12-31,SA,Savings Account Deposits,0,Days,1,Days,0.57,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
745,2023-12-31,SA,Savings Account Deposits,1,Days,7,Days,3.44,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
746,2023-12-31,SA,Savings Account Deposits,7,Days,14,Days,4.01,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
747,2023-12-31,SA,Savings Account Deposits,1,Year,3,Year,91.98,Behavioural_Adjustment_Ujjivan_001,Daily,Behavioural withdrawal,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
748,2023-12-31,CCOD-Unavailed,Cash Credit and Overdrafts - Unavailed,0,Days,1,Days,1.51,Behavioural_Adjustment_Ujjivan_001,Daily,Credit conversion factor,None,None,Yes,revolutio_admin2.antarescentral,2024-11-20 19:29:13,revolutio_admin2.antarescentral,2024-11-20 19:29:13,2024-11-20 19:29:13,2099-07-05 05:30:00,None
